"V3543" "V3547" "V3551" "INTER1" "INTER2" "INTER3" "INTER4" "INFO1" "INFO2" "DEMCAND1" "DEMCAND2" "DEMCAND3" "REPCAND1" "REPCAND2" "REPCAND3" "DEMPART1" "DEMPART2" "DEMPART3" "REPPART1" "REPPART2" "REPPART3" "PARTIES1" "PARTIES2" "PARTIES3" "INDFEEL1" "INDFEEL2" "INDFEEL3" "CARFEEL1" "CARFEEL2" "CARFEEL3" "REAFEEL1" "REAFEEL2" "REAFEEL3" "KENFEEL1" "KENFEEL2" "KENFEEL3" "NEWV121" "NEWV2125" "NEWV3213" "NEWV122" "NEWV2126" "NEWV3214" "NEWV123" "NEWV2127" "NEWV3215" "NEWV130" "NEWV2134" "NEWV3224" "NEWV131" "NEWV2135" "NEWV3225" "PARTYID1" "PARTYID2" "PARTYID3" "PARTYID4" "PARTYID" "NEWV251" "NEWV2272" "NEWV3081" "COMMUN1" "COMMUN2" "COMMUN4" "COMMALL" "EDUC" "INC" "REL" "RELFREQ" "STATUS" "STATE" "PRESTOCO" "PRESTOST" "CONGTOCO" "PDEMCONT" "PREPCONT" "PDEMSTAT" "PREPSTAT" "CDEMCONT" "CREPCONT" "RFRIENDS" "DFRIENDS" "MFRIENDS" "AGE" "SEX" "RACE" "REGION" "DIDVOTE" "VOTE" "PARTREG" "VOTEVALI"
"42" NA NA NA 3 3 3 1 12 9 NA NA NA NA NA NA 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 60 50 50 60 60 50 5 7 4 3 3 NA 4 4 NA 4 4 NA 4 4 NA 4 NA 4 4 4 1 1 1 2 2 2 7 12 8 154 5 20 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 29 1 1 7 2 NA NA NA
"43" NA NA NA 3 3 3 1 20 8 NA NA NA NA NA NA 65 NA NA 45 NA NA 55 NA NA 50 NA NA 70 NA NA NA NA NA 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA 2 5 NA NA 2 2 2 7 14 17 NA NA 31 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 27 1 1 7 NA NA NA 1
"44" NA NA NA 11 15 15 5 16 23 36 NA 32 NA NA NA 60 60 60 40 70 50 50 50 50 50 50 50 60 40 40 100 85 60 0 0 0 6 NA 5 4 NA 6 7 NA 3 NA NA 5 NA NA 2 2 2 2 2 2 5 5 5 3 3 3 11 13 12 140 4 25 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 35 2 1 7 1 1 1 1
"45" NA NA NA 11 11 13 3 23 31 65 58 50 NA NA 38 70 60 60 15 30 30 70 60 70 50 60 60 85 70 60 30 30 30 60 40 30 4 4 4 3 5 5 7 7 7 6 6 7 3 3 4 1 1 1 1 1 5 5 5 2 2 3 8 16 7 153 1 23 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 57 2 1 7 1 2 1 1
"46" NA NA NA 9 5 5 3 13 13 NA NA NA NA NA NA 50 50 50 50 50 50 60 70 50 40 50 50 50 60 85 40 70 70 40 15 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 3 4 4 4 1 1 1 2 2 2 7 11 19 152 2 30 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 31 2 1 7 2 NA NA NA
"47" NA NA NA 3 11 9 3 24 19 56 60 NA NA NA NA 50 40 50 50 85 50 70 70 50 70 70 50 70 60 60 50 60 70 55 60 60 3 3 3 5 5 4 5 4 5 3 4 3 5 5 4 4 7 5 5 4 1 1 1 2 2 2 7 14 5 790 3 19 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 31 1 1 7 2 NA NA NA
"48" 3 3 5 9 9 9 3 21 19 55 54 65 NA NA 44 50 50 60 50 50 15 15 50 50 55 60 65 45 40 55 30 15 0 60 60 70 2 2 2 6 4 4 7 7 7 7 6 7 5 3 3 4 3 3 3 4 5 5 5 2 2 2 7 13 1 200 2 14 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 26 1 1 7 1 4 1 NA
"49" NA NA NA 9 9 13 3 14 21 NA NA 64 NA NA NA 50 60 60 40 40 40 0 15 40 100 50 50 85 70 70 30 40 15 40 30 60 3 3 4 5 4 4 7 6 6 NA 6 6 NA 2 2 3 3 3 5 3 5 5 5 3 2 4 11 13 9 NA NA 22 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 23 2 1 7 1 1 2 1
"50" NA NA NA 13 9 9 5 19 12 69 NA 61 NA NA NA 85 85 85 60 40 40 60 40 40 70 70 70 85 85 85 70 40 30 70 70 60 5 5 5 4 6 4 3 3 2 3 3 2 5 6 6 1 1 1 1 1 5 5 5 2 2 2 7 13 6 120 5 19 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 22 2 1 7 1 2 1 1
"51" NA NA NA 3 5 11 3 16 22 57 NA NA NA NA NA 85 15 85 50 15 60 NA 15 50 70 60 50 100 70 100 30 50 85 0 0 NA 4 6 NA 6 NA NA 3 2 NA 6 6 NA 3 1 NA 2 2 2 4 2 1 1 1 2 2 2 7 6 10 120 2 16 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 76 1 1 7 2 NA NA NA
"52" NA NA NA 13 13 9 3 24 24 62 NA 67 NA NA NA 70 70 70 30 40 15 70 60 65 70 70 85 30 30 40 0 15 15 70 60 70 1 1 1 4 4 5 7 7 7 6 6 6 3 3 4 2 2 3 3 2 5 5 5 3 3 4 12 16 15 790 1 31 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 29 2 1 7 1 NA 1 1
"53" NA NA NA 5 9 13 3 21 25 16 10 17 NA NA 73 50 50 40 50 50 60 30 50 40 50 50 60 30 0 30 85 70 85 0 0 0 4 5 5 6 3 2 NA 6 5 NA 5 5 NA 3 2 6 6 6 6 6 5 5 5 2 2 2 7 16 20 120 1 36 71 21084 24820799 30054 0.445693416808955 0.475147030923923 0.415046751718186 0.524124868018955 0.716210820523058 0.436813735276502 0 0 1 54 1 1 7 1 1 3 1
"54" 5 5 5 7 7 7 5 20 15 NA NA NA NA NA NA 100 100 85 100 50 50 70 60 50 60 50 40 92 100 85 0 50 0 85 85 85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 4 1 2 5 5 5 3 2 2 8 12 5 200 2 17 71 886216 24820799 1286030 0.464357447845672 0.471723597858761 0.415046751718186 0.524124868018955 0.55679027705419 0.281239939970296 0 1 0 41 2 2 7 2 NA NA NA
"55" NA NA NA 13 13 7 3 15 9 NA 30 NA NA NA NA 50 30 40 60 70 70 25 30 40 NA 50 50 50 30 10 35 60 75 10 15 30 4 5 5 2 2 3 6 7 7 6 6 6 2 2 2 6 6 6 6 6 5 5 5 2 4 3 10 14 10 120 2 24 71 886216 24820799 1286030 0.464357447845672 0.471723597858761 0.415046751718186 0.524124868018955 0.55679027705419 0.281239939970296 0 0 1 22 2 1 7 1 1 3 NA
"56" NA NA NA 13 3 3 1 20 8 NA NA NA NA NA NA 100 NA NA 85 NA NA 50 NA NA 50 NA NA 100 NA NA 70 NA NA 40 NA NA 3 NA NA 6 NA NA 6 NA NA 5 NA NA 3 NA NA 2 NA NA NA 2 5 NA NA 2 2 2 7 9 3 120 2 12 71 886216 24820799 1286030 0.464357447845672 0.471723597858761 0.415046751718186 0.524124868018955 0.55679027705419 0.281239939970296 0 0 1 72 2 1 7 NA NA NA NA
"57" 1 1 3 11 11 15 3 30 38 55 65 53 NA NA 52 70 80 60 70 70 50 60 75 70 65 70 65 60 70 60 40 50 40 40 60 40 6 2 6 4 4 4 3 3 7 5 2 6 4 5 4 2 1 1 2 2 5 5 5 4 4 4 14 15 8 100 2 23 71 886216 24820799 1286030 0.464357447845672 0.471723597858761 0.415046751718186 0.524124868018955 0.55679027705419 0.281239939970296 0 0 1 20 1 3 7 1 1 1 NA
"58" 5 NA NA 15 15 15 3 27 24 34 38 34 NA NA 69 30 40 40 85 70 70 60 60 60 30 40 50 40 40 40 85 85 85 30 30 30 6 6 5 5 5 4 6 5 6 6 6 6 5 5 4 7 6 6 6 7 5 5 5 4 3 4 13 16 19 101 2 35 71 886216 24820799 1286030 0.464357447845672 0.471723597858761 0.415046751718186 0.524124868018955 0.55679027705419 0.281239939970296 0 0 1 28 1 1 7 1 1 3 NA
"59" NA NA NA 15 11 15 3 28 23 44 50 NA NA NA NA 55 60 60 45 40 20 60 60 45 50 50 55 70 55 65 50 5 10 30 35 45 5 5 4 6 4 4 7 7 7 6 6 7 3 4 3 2 2 2 2 2 5 5 5 4 3 4 13 13 12 109 2 25 71 886216 24820799 1286030 0.464357447845672 0.471723597858761 0.415046751718186 0.524124868018955 0.55679027705419 0.281239939970296 0 0 1 22 1 1 7 1 4 NA NA
"60" NA 5 1 13 5 3 3 20 17 NA 38 42 NA NA NA 50 50 50 50 50 50 50 50 50 60 50 50 0 40 40 85 85 60 0 40 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 6 6 6 7 5 5 5 2 2 2 7 14 19 123 2 33 71 886216 24820799 1286030 0.464357447845672 0.471723597858761 0.415046751718186 0.524124868018955 0.55679027705419 0.281239939970296 0 0 1 31 1 1 7 1 1 3 1
"61" NA NA NA 15 3 3 1 30 8 NA NA NA NA NA NA 75 NA NA 75 NA NA 100 NA NA NA NA NA 65 NA NA 90 NA NA 55 NA NA 5 NA NA 4 NA NA 6 NA NA 5 NA NA 4 NA NA 2 NA NA NA 2 5 NA NA 3 2 2 8 12 10 100 1 22 71 815686 24820799 1091236 0.5367249162055 0.382486643144543 0.415046751718186 0.524124868018955 0.554546404260856 0.258615001704489 0 0 1 30 1 1 7 NA NA NA NA
"62" NA NA NA 15 15 15 5 24 32 62 59 70 NA 52.8571428571429 67 70 60 60 70 60 85 100 60 100 50 60 85 70 60 60 50 60 85 70 85 90 4 6 6 6 5 4 5 6 6 5 5 3 5 5 5 4 4 4 4 4 5 5 5 3 3 4 11 14 19 200 5 33 71 815686 24820799 1091236 0.5367249162055 0.382486643144543 0.415046751718186 0.524124868018955 0.554546404260856 0.258615001704489 0 0 1 53 1 1 7 1 1 2 1
"63" NA NA NA 15 15 11 5 40 38 59 42 56 NA 35 42 85 70 60 50 40 35 60 85 60 40 50 50 70 40 50 50 40 30 85 85 80 4 4 4 5 5 4 6 7 7 6 6 6 3 4 4 1 1 1 1 1 5 5 5 2 2 2 7 17 19 200 5 36 71 815686 24820799 1091236 0.5367249162055 0.382486643144543 0.415046751718186 0.524124868018955 0.554546404260856 0.258615001704489 0 0 1 56 1 1 7 2 NA NA NA
"64" NA NA NA 9 9 13 5 14 13 69 73 78 NA NA 37 75 70 70 25 40 35 NA 40 50 50 50 50 85 85 75 15 0 0 60 70 70 2 3 2 3 3 3 7 7 7 6 5 6 3 3 2 2 2 2 2 2 5 5 5 3 2 3 10 16 17 722 4 33 71 815686 24820799 1091236 0.5367249162055 0.382486643144543 0.415046751718186 0.524124868018955 0.554546404260856 0.258615001704489 0 0 1 30 1 1 7 1 2 1 NA
"65" NA NA NA 7 7 9 1 14 12 41 NA NA NA NA NA NA 60 NA NA 60 NA 30 60 NA 50 50 NA 85 50 40 50 50 85 50 50 50 5 NA 6 5 NA 4 NA NA 5 NA NA NA NA NA NA 4 3 4 NA 4 5 5 5 2 3 2 9 11 10 135 5 21 71 1296493 24820799 1890399 0.537574826859844 0.397744530822766 0.415046751718186 0.524124868018955 0.528401676048284 0.281097799988256 0 0 1 33 2 1 7 NA NA NA 1
"66" NA NA NA 5 9 5 3 14 22 52 49 60 NA NA NA 80 80 70 60 65 70 50 50 40 90 0 50 50 40 50 50 80 85 100 90 100 NA 4 NA NA 4 NA NA 5 NA NA 4 NA NA 4 NA 3 2 2 1 3 5 5 5 3 3 3 10 12 15 116 5 27 71 1296493 24820799 1890399 0.537574826859844 0.397744530822766 0.415046751718186 0.524124868018955 0.528401676048284 0.281097799988256 0 0 1 55 1 1 7 1 1 1 1
"67" NA NA NA 3 7 7 3 17 17 32 44 46 NA NA NA 50 60 50 50 50 50 60 50 50 50 60 50 60 60 60 0 40 40 50 50 50 4 4 4 5 5 6 2 3 3 6 5 3 2 3 6 4 3 3 3 4 5 5 5 2 3 3 9 12 NA 200 1 NA 71 1296493 24820799 1890399 0.537574826859844 0.397744530822766 0.415046751718186 0.524124868018955 0.528401676048284 0.281097799988256 0 0 1 33 1 1 7 2 NA NA NA
"68" NA NA NA 5 5 3 1 19 21 73 67 70 NA NA 59 95 85 85 90 70 70 85 50 85 90 50 60 95 85 100 80 70 85 80 70 70 6 6 6 5 7 7 3 5 5 5 5 5 6 6 6 2 2 2 NA 2 2 NA 1 2 2 2 7 8 11 200 5 19 71 1377434 24820799 2016856 0.423631186684807 0.497715317031524 0.415046751718186 0.524124868018955 0.410919768193664 0.406645789287882 0 0 1 71 1 1 7 NA NA NA NA
"69" NA NA NA 13 3 3 1 14 8 59 NA NA NA NA NA 90 NA NA 85 NA NA 60 NA NA 70 NA NA 75 NA NA 0 NA NA 85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA 1 1 NA NA 2 2 2 7 NA 17 200 5 NA 71 1377434 24820799 2016856 0.423631186684807 0.497715317031524 0.415046751718186 0.524124868018955 0.410919768193664 0.406645789287882 0 0 1 38 2 NA 7 NA NA NA NA
"70" NA NA NA 7 3 3 1 21 8 NA NA NA NA NA NA 40 NA NA 40 NA NA 0 NA NA 60 NA NA 50 NA NA 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA NA NA 4 2 NA NA 3 2 2 8 11 21 NA NA 32 71 1377434 24820799 2016856 0.423631186684807 0.497715317031524 0.415046751718186 0.524124868018955 0.410919768193664 0.406645789287882 0 0 1 23 1 1 7 NA NA NA 1
"71" NA NA NA 7 13 9 5 14 20 NA 52 NA NA NA NA 90 30 70 90 70 85 90 80 70 95 50 50 25 50 15 20 85 85 95 60 85 4 4 4 2 2 2 7 5 5 5 5 5 2 2 2 4 6 6 4 4 5 5 5 3 3 2 10 8 6 140 1 14 71 1377434 24820799 2016856 0.423631186684807 0.497715317031524 0.415046751718186 0.524124868018955 0.410919768193664 0.406645789287882 0 0 1 75 1 3 7 1 1 3 1
"72" NA NA NA 11 9 3 1 16 26 NA NA NA NA NA NA 100 50 NA NA 50 NA NA 0 NA NA 0 NA 85 50 NA 60 50 NA 70 50 NA 4 4 NA 5 5 NA 5 2 NA 1 6 NA 2 2 NA 2 2 NA NA 2 5 5 NA 2 3 2 8 14 15 200 1 29 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 31 2 1 7 NA NA NA NA
"73" NA NA NA 5 3 3 1 14 8 NA NA NA NA NA NA 100 NA NA 15 NA NA 50 NA NA 30 NA NA 85 NA NA 15 NA NA 85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA 2 1 NA NA 2 2 2 7 11 NA 123 2 NA 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 24 2 1 7 NA NA NA NA
"74" 5 5 1 13 13 11 3 24 24 73 82 79 NA NA NA 100 100 85 70 85 70 70 100 50 NA 85 50 70 70 85 NA 60 70 85 100 85 3 5 2 5 6 2 NA 7 3 5 4 3 7 6 4 2 2 2 2 2 5 5 5 3 4 2 11 8 14 200 2 22 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 62 1 1 7 1 2 1 1
"75" NA NA NA 9 9 5 3 20 19 NA NA NA NA NA NA 50 70 60 50 40 40 50 50 40 60 40 60 85 70 70 30 40 30 60 40 NA 3 3 3 4 3 3 7 6 6 5 NA 5 3 NA 3 2 2 2 2 2 5 5 5 2 2 3 8 16 18 100 1 34 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 55 2 1 7 2 NA NA NA
"76" 1 1 1 15 15 15 5 40 36 27 29 37 NA NA 48 40 60 60 55 85 60 70 70 70 30 40 50 40 30 40 70 85 60 15 15 30 6 5 5 4 4 4 6 6 6 6 5 5 4 3 4 2 2 2 2 2 5 5 5 3 4 4 13 16 19 200 2 35 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 1 0 0 30 1 1 7 1 1 1 NA
"77" NA NA NA 5 5 3 1 20 19 NA 50 NA NA NA NA 70 70 NA 50 60 NA 50 60 NA 50 85 NA 60 60 NA 50 15 NA 50 40 NA 3 3 NA 3 3 NA 6 6 NA 6 7 NA 2 1 NA 3 3 NA 5 3 5 5 NA 2 2 2 7 17 20 116 1 37 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 33 1 1 7 2 NA NA NA
"78" NA NA NA 13 9 3 5 31 33 45 56 NA NA NA NA 70 70 NA 50 60 NA 50 50 NA 40 50 NA 60 60 NA 50 60 NA 15 50 NA 4 NA NA 5 NA NA 6 NA NA 6 NA NA 4 NA NA 2 2 NA 5 2 5 5 NA 2 2 4 9 12 NA NA NA NA 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 36 1 1 7 1 1 1 1
"79" NA NA NA 13 3 3 1 20 8 28 NA NA NA NA NA 30 NA NA 60 NA NA 60 NA NA 40 NA NA 60 NA NA 40 NA NA 0 NA NA 5 NA NA 3 NA NA 6 NA NA 6 NA NA 2 NA NA 6 NA NA NA 6 5 NA NA 3 2 2 8 16 21 111 5 37 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 39 2 1 7 NA NA NA 1
"80" 3 3 5 11 15 13 3 20 20 43 NA 52 NA NA NA 15 0 0 85 100 100 50 85 50 100 100 100 50 0 40 85 85 60 30 85 30 4 5 1 5 1 3 1 6 6 2 7 4 5 1 6 6 7 5 5 6 5 5 5 2 3 2 8 11 4 NA NA 15 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 19 1 1 7 2 NA NA NA
"81" NA NA NA 9 3 3 1 18 8 30 NA NA NA NA NA 100 NA NA 85 NA NA 85 NA NA 0 NA NA 85 NA NA 100 NA NA 0 NA NA 4 NA NA 6 NA NA 2 NA NA 1 NA NA 7 NA NA 1 NA NA NA 1 5 NA NA 3 2 2 8 14 21 140 4 35 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 47 2 1 7 NA NA NA NA
"82" 3 NA 3 11 11 11 5 40 23 57 48 55 NA NA 39 70 60 60 40 40 40 60 60 60 60 50 60 40 30 30 30 30 15 70 60 70 3 3 3 4 4 4 6 7 6 6 6 6 3 3 3 2 2 2 2 2 5 5 5 3 4 4 13 16 NA 136 1 NA 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 31 2 1 7 1 4 1 1
"83" NA NA NA 3 3 3 1 9 11 NA NA NA NA NA NA NA 50 NA NA 70 NA NA NA NA NA 50 NA 30 30 NA NA NA NA 85 60 NA NA 4 NA NA 2 NA NA NA NA NA NA NA NA NA NA 5 5 NA NA 5 1 1 NA 2 2 2 7 12 8 125 2 20 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 21 2 1 7 NA NA NA NA
"84" NA NA NA 7 3 3 1 18 8 NA NA NA NA NA NA 40 NA NA 60 NA NA NA NA NA NA NA NA 15 NA NA 60 NA NA 70 NA NA 5 NA NA 2 NA NA 4 NA NA 6 NA NA 4 NA NA 5 NA NA NA 5 5 NA NA 2 2 2 7 10 19 NA NA 29 71 352275 24820799 538172 0.379252004825775 0.574979774324037 0.415046751718186 0.524124868018955 0.316359825483303 0.525293028994448 0 0 1 17 2 1 7 NA NA NA NA
"85" NA NA NA 13 13 9 5 8 14 NA 39 NA NA NA NA 60 40 45 70 70 65 70 60 55 50 50 50 30 15 20 85 90 90 60 40 50 6 6 6 4 4 4 7 6 7 5 5 5 3 4 3 2 2 2 2 2 5 5 5 2 2 2 8 17 16 125 2 33 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 24 1 3 7 1 1 1 1
"86" NA NA NA 5 3 13 3 8 14 NA NA NA NA NA NA NA 40 50 NA 85 50 50 85 50 100 85 50 70 60 NA 85 85 NA 50 40 NA 3 3 2 4 6 NA 3 2 NA NA 3 2 NA 5 6 4 6 6 6 4 5 1 1 2 2 2 7 13 NA 152 1 NA 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 28 1 1 7 2 NA NA NA
"87" 1 NA 1 13 15 11 5 23 24 NA 47 44 NA NA NA 50 50 50 80 70 70 70 70 60 30 60 50 75 60 40 75 70 70 0 15 30 6 6 6 4 3 2 7 6 7 6 6 6 3 2 2 7 7 7 7 7 5 5 5 2 3 4 10 15 22 110 1 37 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 28 1 1 7 1 1 3 1
"88" NA NA NA 9 13 11 5 23 24 18 20 26 NA NA 68 40 40 30 70 75 70 60 65 15 85 90 70 30 0 30 60 65 70 15 30 15 5 5 4 4 3 3 6 6 5 6 6 5 2 2 2 6 6 6 6 6 4 5 5 2 2 3 8 15 16 110 1 31 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 51 2 1 7 1 1 3 1
"89" NA NA NA 9 13 9 3 20 14 32 29 29 NA NA NA 60 40 40 50 30 60 50 50 50 15 50 50 40 40 50 0 15 15 15 30 15 3 NA 4 6 NA 4 NA NA 6 6 NA 6 4 NA 2 2 2 2 2 2 5 5 5 3 3 3 10 12 19 NA NA 31 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 29 2 1 7 2 NA NA NA
"90" NA NA NA 5 13 5 3 14 17 NA NA NA NA NA NA 60 60 50 85 70 60 60 70 60 40 85 70 60 70 60 60 70 70 40 60 50 5 6 5 NA 4 3 4 5 4 6 5 6 2 3 3 6 6 5 6 6 4 5 5 2 2 2 7 16 19 110 1 35 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 43 2 1 7 1 1 1 1
"91" 1 1 NA 15 7 7 3 20 23 39 38 37 NA NA NA 70 85 85 15 50 15 85 70 100 0 50 15 85 60 85 0 30 0 0 0 0 5 4 4 6 2 4 2 6 6 2 6 6 6 4 2 2 2 1 1 2 5 5 5 2 2 2 7 13 21 140 1 34 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 41 2 1 7 1 2 1 1
"92" NA NA NA 3 3 3 1 8 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 2 7 NA NA NA NA NA 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 NA 1 NA 7 NA NA NA NA
"93" NA NA NA 13 9 3 1 15 14 22 25 NA NA NA NA 40 30 NA 70 60 NA 50 60 NA 50 15 NA 60 60 NA 40 60 NA 0 15 NA 5 5 NA 3 3 NA 4 6 NA 5 3 NA 2 5 NA 7 6 NA NA 7 5 5 NA 2 2 2 7 12 16 113 5 28 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 25 2 1 7 NA NA NA NA
"94" NA NA NA 11 3 3 1 38 8 22 NA NA NA NA NA 60 NA NA 70 NA NA 50 NA NA 70 NA NA 30 NA NA 100 NA NA 15 NA NA 6 NA NA 3 NA NA 6 NA NA 6 NA NA 2 NA NA 2 NA NA NA 2 5 NA NA 3 2 2 8 10 14 200 5 24 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 65 1 1 7 NA NA NA 1
"95" NA NA NA 15 3 3 1 40 8 19 NA NA NA NA NA 40 NA NA 60 NA NA 60 NA NA 50 NA NA 15 NA NA 60 NA NA 50 NA NA 5 NA NA 3 NA NA 5 NA NA 5 NA NA 2 NA NA 7 NA NA NA 7 5 NA NA 3 2 2 8 13 NA 300 2 NA 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 70 2 1 7 NA NA NA 1
"96" 1 1 NA 13 11 7 3 34 14 63 74 76 NA NA 40 60 70 75 30 30 40 0 70 60 100 85 50 70 75 70 0 15 30 60 85 85 2 2 3 4 4 4 6 7 5 5 5 5 4 4 4 3 2 2 2 3 5 5 NA 3 3 4 11 14 12 153 2 26 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 23 2 1 7 1 2 1 1
"97" NA NA NA 5 3 3 3 31 8 54 NA NA NA NA NA 60 NA NA 50 NA NA 70 NA NA 40 NA NA 70 NA NA 40 NA NA 50 NA NA 3 NA NA 3 NA NA 3 NA NA 4 NA NA 3 NA NA 2 NA NA 4 2 5 NA NA 2 2 3 8 17 NA 300 2 NA 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 38 1 1 7 2 NA NA NA
"98" NA NA NA 9 3 3 1 38 8 51 NA NA NA NA NA 85 NA NA 60 NA NA 60 NA NA 60 NA NA 50 NA NA 60 NA NA 70 NA NA 4 NA NA 5 NA NA 7 NA NA 5 NA NA 3 NA NA 2 NA NA NA 2 5 NA NA 2 2 2 7 14 19 300 5 33 71 7729632 24820799 11057964 0.438791911438992 0.510913844281332 0.415046751718186 0.524124868018955 0.447871326041575 0.372943699219856 0 0 1 43 1 1 7 NA NA NA NA
